"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PPL2",1.82632291698198e-127,0.961526184560776,0.597,0.184,1.07515630122729e-122,"8","PPL"
"ANTXR21",4.09066760496995e-127,0.697455347594475,0.597,0.17,2.40817601904581e-122,"8","ANTXR2"
"TRAM21",2.59015630751044e-125,0.624786603650731,0.472,0.091,1.5248250182314e-120,"8","TRAM2"
"IFITM21",9.89320826755828e-125,0.903374823159586,0.847,0.455,5.82413170711156e-120,"8","IFITM2"
"CADM3",1.66662326136492e-124,0.531898997375391,0.277,0.006,9.81141113965526e-120,"8","CADM3"
"SLC44A11",2.28668479770526e-124,0.713319680889069,0.649,0.208,1.34617134040909e-119,"8","SLC44A1"
"TUBB6",3.48898701908263e-124,0.630649452029108,0.496,0.097,2.05396665813394e-119,"8","TUBB6"
"ARHGAP101",9.56232559322783e-124,0.615288391296615,0.568,0.137,5.62934107673322e-119,"8","ARHGAP10"
"TGFB1I11",9.83201190515907e-124,0.513436258402901,0.399,0.058,5.78810540856714e-119,"8","TGFB1I1"
"SESN32",1.17873292990715e-122,0.94701538936315,0.696,0.297,6.93920075836339e-118,"8","SESN3"
"EMILIN21",1.65966384096152e-122,0.583058889080589,0.46,0.073,9.77044103174048e-118,"8","EMILIN2"
"LTBP41",2.08768638404419e-121,0.669850425611653,0.564,0.144,1.22902097428681e-116,"8","LTBP4"
"HELLPAR1",2.65508940411547e-121,0.905460102083994,0.438,0.078,1.56305113220278e-116,"8","HELLPAR"
"CEP1261",3.55615248593027e-121,0.60331353004735,0.437,0.075,2.09350696846715e-116,"8","CEP126"
"COL4A11",4.57494841907282e-121,0.369540283982971,0.613,0.151,2.69327213430817e-116,"8","COL4A1"
"ECM21",6.18812612487903e-121,0.469838570316463,0.336,0.032,3.64294984971629e-116,"8","ECM2"
"EFEMP21",8.38473023010188e-121,0.585936721380339,0.459,0.089,4.93609068646098e-116,"8","EFEMP2"
"ZHX31",1.48075499175958e-120,0.578951011839462,0.488,0.108,8.71720463648862e-116,"8","ZHX3"
"VAT11",1.63973979385383e-120,0.910870187812392,0.661,0.254,9.65314816641749e-116,"8","VAT1"
"TMEM1001",1.79501680121539e-120,0.57138256482814,0.319,0.02,1.0567263908755e-115,"8","TMEM100"
"NOX4",2.09702339296915e-120,0.470247746611044,0.289,0.014,1.23451767144094e-115,"8","NOX4"
"APP2",2.16328237026849e-120,0.924037827193967,0.845,0.419,1.27352433137706e-115,"8","APP"
"ADAMTSL4",2.23659505074297e-120,0.58430036493907,0.4,0.059,1.31668350637239e-115,"8","ADAMTSL4"
"KLF42",3.04194490482278e-120,1.07048467111407,0.778,0.343,1.79079296546917e-115,"8","KLF4"
"KDSR2",6.87178627157341e-120,0.86765806801682,0.73,0.322,4.04542057807527e-115,"8","KDSR"
"ANO62",9.07728000591421e-120,0.749289431796961,0.639,0.219,5.34379473948169e-115,"8","ANO6"
"ABCA12",1.43489646824094e-119,0.756678480483262,0.654,0.22,8.44723550853439e-115,"8","ABCA1"
"CNRIP11",2.78640745437211e-119,0.410279653565805,0.365,0.042,1.64035806838886e-114,"8","CNRIP1"
"FMOD1",4.87371209353415e-119,0.56091803058238,0.43,0.076,2.86915430946356e-114,"8","FMOD"
"MT1A1",4.92589061138347e-119,0.564429513346857,0.326,0.028,2.89987180292145e-114,"8","MT1A"
"ARHGAP61",6.85729325942849e-119,0.626232431740087,0.41,0.065,4.03688854182555e-114,"8","ARHGAP6"
"LTBP11",1.1418600945152e-118,0.769319968140065,0.544,0.132,6.72213037641097e-114,"8","LTBP1"
"CPQ1",1.19559895592992e-118,0.725061852282782,0.594,0.185,7.03849105355943e-114,"8","CPQ"
"ASPN",1.37206952856476e-118,0.578346508257572,0.265,0.008,8.07737331466077e-114,"8","ASPN"
"HIC11",2.93867236624922e-118,0.500261890743784,0.387,0.052,1.72999642201092e-113,"8","HIC1"
"PTPN131",5.28935033417451e-118,0.474036037841891,0.368,0.045,3.11384054172853e-113,"8","PTPN13"
"MMP191",5.37954965601998e-118,0.673113386280253,0.415,0.053,3.16694088249896e-113,"8","MMP19"
"ADAMTS11",4.39199563173325e-117,0.716942340692796,0.481,0.092,2.58556782840136e-112,"8","ADAMTS1"
"HAS21",5.81085218598982e-117,0.72688954721926,0.334,0.025,3.42084868189221e-112,"8","HAS2"
"COL16A11",1.96303978696106e-116,0.51162965641322,0.356,0.042,1.15564152258398e-111,"8","COL16A1"
"DIO3OS1",3.51090711935171e-116,0.45153771379037,0.35,0.045,2.06687102116235e-111,"8","DIO3OS"
"PDZRN4",6.02857005176358e-116,0.734318946091408,0.259,0.005,3.54901918947322e-111,"8","PDZRN4"
"TMEM1191",8.14723182839329e-116,0.499585376223488,0.333,0.031,4.79627537737513e-111,"8","TMEM119"
"LIMA12",8.86985154739999e-116,0.84788993878,0.778,0.362,5.22168160595438e-111,"8","LIMA1"
"METTL7A2",1.09473865427551e-115,0.940234425853739,0.816,0.452,6.4447264577199e-111,"8","METTL7A"
"TCEAL7",1.35416485359642e-115,0.485158642270913,0.282,0.011,7.97196849312214e-111,"8","TCEAL7"
"PLSCR41",2.08121174869531e-115,0.61847252242434,0.499,0.123,1.22520935645693e-110,"8","PLSCR4"
"GSC",2.17470152634707e-115,0.467606098173002,0.289,0.014,1.28024678856052e-110,"8","GSC"
"FOXO12",2.66795121200129e-115,0.795197993662627,0.686,0.272,1.57062287850516e-110,"8","FOXO1"
"SNX92",2.69611462278647e-115,0.853500912910495,0.746,0.358,1.5872026784344e-110,"8","SNX9"
"SLIT21",6.50627768657173e-115,0.53130195227524,0.428,0.071,3.83024567408478e-110,"8","SLIT2"
"TNFAIP22",8.94331690333074e-115,0.915539223061192,0.602,0.185,5.26493066099081e-110,"8","TNFAIP2"
"AASS1",8.9674530379637e-115,0.731746282204471,0.563,0.168,5.27913960344923e-110,"8","AASS"
"AC245595.1",1.0016149847782e-114,0.39173303915194,0.296,0.018,5.89650741538928e-110,"8","AC245595.1"
"FEZ11",1.57708817708066e-114,0.40517100148336,0.327,0.026,9.28431809847384e-110,"8","FEZ1"
"NEXN1",3.28772392689981e-114,0.616330769144855,0.405,0.064,1.93548307576592e-109,"8","NEXN"
"SOX41",9.7700283806288e-114,0.901542113104191,0.718,0.251,5.75161570767617e-109,"8","SOX4"
"TGFBR21",1.78744287563908e-113,0.898580312048828,0.806,0.415,1.05226762088873e-108,"8","TGFBR2"
"SHOX21",2.03536695448701e-113,0.422398658956474,0.299,0.024,1.1982205261065e-108,"8","SHOX2"
"NR2F11",2.17971468000486e-113,0.692516778095082,0.374,0.051,1.28319803211886e-108,"8","NR2F1"
"SMOC21",6.6482492989561e-113,0.720353436392833,0.387,0.054,3.91382436229545e-108,"8","SMOC2"
"QKI2",1.02798579609007e-112,0.717204414225539,0.804,0.415,6.05175238158223e-108,"8","QKI"
"VAMP51",1.04917589996545e-112,0.740187532974079,0.644,0.209,6.17649852309658e-108,"8","VAMP5"
"PQLC2L1",1.34471858521022e-112,0.491488508890022,0.351,0.046,7.91635831113258e-108,"8","PQLC2L"
"EGR13",1.58152425704369e-112,1.40717426344392,0.88,0.587,9.31043330121619e-108,"8","EGR1"
"DST1",2.57550081461143e-112,0.657802611924455,0.881,0.44,1.51619732956175e-107,"8","DST"
"NTM",4.91532889237708e-112,0.519709497843539,0.282,0.013,2.89365411894239e-107,"8","NTM"
"CLSTN21",8.59802345375207e-112,0.519196179830215,0.282,0.015,5.06165640722384e-107,"8","CLSTN2"
"MT1G1",1.08528401159526e-111,1.03921103111078,0.32,0.031,6.3890669762613e-107,"8","MT1G"
"YBX33",1.87291706607614e-111,0.96418820708231,0.965,0.625,1.10258627679903e-106,"8","YBX3"
"LOXL1",1.91564184849877e-111,0.527831704042514,0.291,0.019,1.12773835621123e-106,"8","LOXL1"
"HSPB13",7.92978951372159e-111,0.78122872996071,0.926,0.496,4.6682670867279e-106,"8","HSPB1"
"DBN1",9.28390134958438e-111,0.772538248107937,0.48,0.116,5.46543272450032e-106,"8","DBN1"
"ADAMTS21",8.91385333329516e-110,0.489474932785931,0.356,0.047,5.24758545731086e-105,"8","ADAMTS2"
"SNTB22",1.4515648394572e-109,0.671196843636286,0.633,0.218,8.54536220988451e-105,"8","SNTB2"
"LMO31",1.86133309419811e-109,0.593794206439221,0.348,0.044,1.09576679255443e-104,"8","LMO3"
"CSF11",2.05080913951353e-109,0.542168107606306,0.449,0.089,1.20731134043161e-104,"8","CSF1"
"JAM3",2.8073220278284e-109,0.499968365953621,0.4,0.064,1.65267047778258e-104,"8","JAM3"
"COL18A11",4.23253303133044e-109,0.601515501904503,0.47,0.104,2.49169219554423e-104,"8","COL18A1"
"SPART1",6.04512843412329e-109,0.739284500622201,0.689,0.284,3.55876710916838e-104,"8","SPART"
"ARL6IP52",6.37524171172472e-109,0.877863630402345,0.892,0.69,3.75310479569234e-104,"8","ARL6IP5"
"FLNA1",9.9543711271507e-109,0.856661608024763,0.726,0.283,5.86013828255362e-104,"8","FLNA"
"PBX12",2.19708470594113e-108,0.871995649320216,0.73,0.326,1.29342376638755e-103,"8","PBX1"
"ITGB12",4.48189512019703e-108,0.887831741000342,0.904,0.559,2.63849165725999e-103,"8","ITGB1"
"MAFB1",1.18208041991204e-107,0.980253405266223,0.643,0.227,6.95890743202218e-103,"8","MAFB"
"GSTM31",3.00742146323227e-107,0.652393634418376,0.493,0.127,1.77046901540484e-102,"8","GSTM3"
"Z97200.1",3.79168252729369e-107,0.502998904566896,0.26,0.01,2.23216350381779e-102,"8","Z97200.1"
"GPRC5A1",6.76998974516663e-107,0.852569286170533,0.571,0.163,3.98549296297959e-102,"8","GPRC5A"
"FGF101",1.25417458946854e-106,0.476537602209506,0.365,0.046,7.38332580820127e-102,"8","FGF10"
"NAV12",1.36460622294765e-106,0.612285862355864,0.495,0.118,8.03343683449284e-102,"8","NAV1"
"THY1",1.51731896327437e-106,0.634414389650678,0.25,0.008,8.93245673679624e-102,"8","THY1"
"LAMA41",2.52143751002928e-106,0.728634224414433,0.514,0.142,1.48437026215424e-101,"8","LAMA4"
"KCNE41",4.97811304899697e-106,0.63590752707503,0.268,0.015,2.93061515194451e-101,"8","KCNE4"
"CD813",1.52045335821707e-105,0.83711914968957,0.936,0.764,8.95090891982391e-101,"8","CD81"
"KDELC21",3.86572036236182e-105,0.551745712078354,0.455,0.101,2.2757495773224e-100,"8","KDELC2"
"SOCS31",5.98492088717265e-105,1.53159230035339,0.678,0.33,3.52332292627854e-100,"8","SOCS3"
"TEAD12",8.1389552987542e-105,0.655956656307049,0.544,0.168,4.7914029843766e-100,"8","TEAD1"
"CD109",8.97868869403406e-105,0.531208149899558,0.348,0.047,5.28575403417785e-100,"8","CD109"
"TMEM431",9.26273548996998e-105,0.677629377299577,0.583,0.191,5.45297238294532e-100,"8","TMEM43"
"METRNL1",2.23244751318675e-104,0.85570037684573,0.666,0.275,1.31424185101304e-99,"8","METRNL"
"ABCA101",7.87892232137019e-104,0.573131328798071,0.387,0.061,4.63832157059063e-99,"8","ABCA10"
"SH3BP53",1.79012575538194e-103,0.838280325819562,0.736,0.387,1.05384703219335e-98,"8","SH3BP5"
"FST1",3.93893593864267e-103,0.912207326800608,0.349,0.05,2.31885158707894e-98,"8","FST"
"CHL12",1.51232895483822e-102,0.651042459579433,0.371,0.062,8.90308055713258e-98,"8","CHL1"
"SLC43A31",8.30941915017251e-102,0.577385681304261,0.475,0.117,4.89175505370656e-97,"8","SLC43A3"
"ZNF521",1.89641814573612e-101,0.49162230442282,0.395,0.074,1.11642136239485e-96,"8","ZNF521"
"GNG121",2.37052991877837e-101,0.657346466933124,0.586,0.225,1.39553096318483e-96,"8","GNG12"
"MYADM3",5.11195909229922e-101,0.868158525842479,0.857,0.444,3.00941031763655e-96,"8","MYADM"
"GAS62",1.12794761352109e-100,0.899726652482379,0.621,0.232,6.64022760079864e-96,"8","GAS6"
"OSR1",1.71559880302199e-100,0.49682401832322,0.267,0.016,1.00997301533905e-95,"8","OSR1"
"TRIP102",5.0430790093243e-100,0.577699195559147,0.537,0.178,2.96886061278922e-95,"8","TRIP10"
"HSPB61",9.93089089459961e-100,0.855106347791697,0.394,0.069,5.84631546965079e-95,"8","HSPB6"
"GHR1",1.75752507057723e-99,0.46030520278391,0.343,0.047,1.03465500904882e-94,"8","GHR"
"FKBP71",3.04461250777836e-99,0.439519903971293,0.359,0.061,1.79236338332912e-94,"8","FKBP7"
"THBS11",3.06135520471913e-99,1.18983271820511,0.708,0.264,1.80221980901815e-94,"8","THBS1"
"CMTM32",3.10437894830795e-99,0.533897889524217,0.488,0.127,1.82754788686889e-94,"8","CMTM3"
"EGFR2",5.29215881538748e-99,0.802990112133287,0.726,0.322,3.11549389461861e-94,"8","EGFR"
"ACTG11",6.51605934889242e-99,0.815918366944979,0.993,0.874,3.83600413869297e-94,"8","ACTG1"
"BEX31",8.97145777294794e-99,0.847869760396502,0.705,0.335,5.28149719093445e-94,"8","BEX3"
"GSTM51",1.26208677320673e-98,0.373272476747259,0.281,0.023,7.42990483386804e-94,"8","GSTM5"
"EPHX11",1.83058168340818e-98,1.04319203826918,0.701,0.347,1.0776634370224e-93,"8","EPHX1"
"NEGR11",2.36277090129636e-98,0.467422793551635,0.375,0.057,1.39096322959317e-93,"8","NEGR1"
"SPON11",2.75926016759934e-98,0.612740250713068,0.368,0.06,1.62437646066573e-93,"8","SPON1"
"LARP61",1.01636594166854e-97,0.66824028394524,0.49,0.144,5.9833462986027e-93,"8","LARP6"
"AHNAK3",1.49572242011335e-97,0.882837092963768,0.96,0.602,8.80531788720728e-93,"8","AHNAK"
"BOC1",2.77482300972258e-97,0.60729178970236,0.453,0.103,1.63353830582368e-92,"8","BOC"
"CYP4B11",4.70631625908285e-97,1.56791098426123,0.379,0.077,2.77060838172208e-92,"8","CYP4B1"
"ABL21",9.03760645235675e-97,0.850904254347223,0.606,0.234,5.32043891850242e-92,"8","ABL2"
"RASD12",1.2459008099212e-96,1.09176019290379,0.621,0.238,7.3346180680061e-92,"8","RASD1"
"TUBA1A4",1.3694233368449e-96,1.05781123080701,0.807,0.443,8.06179518400591e-92,"8","TUBA1A"
"SEC23A1",1.45269342098909e-96,0.546725647981933,0.512,0.156,8.5520061693628e-92,"8","SEC23A"
"FKBP91",1.97544849594715e-96,0.464320644605337,0.413,0.096,1.16294652956409e-91,"8","FKBP9"
"CTSL1",3.29989918012893e-96,0.75197608012152,0.785,0.409,1.9426506473419e-91,"8","CTSL"
"SGCD1",4.47992860588663e-96,0.36540597108811,0.264,0.021,2.63733397028546e-91,"8","SGCD"
"NEAT12",4.6567901990558e-96,1.18849679103329,0.998,0.853,2.74145239018415e-91,"8","NEAT1"
"FAT41",1.45058728311148e-95,0.386115076404339,0.28,0.029,8.53960733567728e-91,"8","FAT4"
"IFI163",1.88843375026922e-95,0.752444706127437,0.871,0.487,1.11172094878349e-90,"8","IFI16"
"CPED12",2.00694670796574e-95,0.423894878021773,0.336,0.052,1.18148952697943e-90,"8","CPED1"
"KCNQ1OT11",3.78381664260226e-95,1.42407918762404,0.693,0.353,2.22753285749995e-90,"8","KCNQ1OT1"
"PLPP11",5.01681847475301e-95,0.503133906896929,0.468,0.128,2.9534010360871e-90,"8","PLPP1"
"FGF2",9.73742516990652e-95,0.342559112898828,0.275,0.025,5.73242219752397e-90,"8","FGF2"
"PGRMC12",1.81636635747929e-94,0.721153775173249,0.678,0.302,1.06929487464806e-89,"8","PGRMC1"
"GPX43",3.67568159961961e-94,0.82563405278455,0.931,0.751,2.16387375769606e-89,"8","GPX4"
"GPC61",4.78198132381607e-94,0.417698188664289,0.287,0.03,2.81515240533052e-89,"8","GPC6"
"TXNRD12",4.89937138390579e-94,0.832710761325501,0.621,0.272,2.88425993370534e-89,"8","TXNRD1"
"ZFPM21",1.02285400974385e-93,0.332966618843695,0.274,0.027,6.02154155536206e-89,"8","ZFPM2"
"ZEB23",1.21764310711389e-93,0.511579785133469,0.689,0.237,7.16826497157944e-89,"8","ZEB2"
"CLIC2",1.92084524337857e-93,0.389324650140266,0.322,0.042,1.13080159477696e-88,"8","CLIC2"
"ITGB1BP11",3.62447258006704e-93,0.62223346106677,0.566,0.197,2.13372700788547e-88,"8","ITGB1BP1"
"SYNE31",5.25936444593258e-93,0.514497928525775,0.417,0.089,3.09618784932051e-88,"8","SYNE3"
"IFI27",6.7610539906334e-93,0.441381644611423,0.373,0.055,3.98023248428588e-88,"8","IFI27"
"IL11RA1",7.1089676178412e-93,0.523650691496856,0.348,0.06,4.18504923662312e-88,"8","IL11RA"
"DDAH22",7.12877173674292e-93,0.71171356231472,0.647,0.285,4.19670792142056e-88,"8","DDAH2"
"TIMP41",9.19812149321039e-93,0.384983093441014,0.361,0.061,5.41493412305296e-88,"8","TIMP4"
"ZFAND53",1.42140376307897e-92,0.92505355755265,0.858,0.526,8.36780395324591e-88,"8","ZFAND5"
"EMP21",1.9127278550643e-92,0.692924789941625,0.629,0.245,1.12602288827636e-87,"8","EMP2"
"PRG4",2.37180915405989e-92,1.75552130984843,0.213,0.008,1.39628404899506e-87,"8","PRG4"
"KIRREL11",2.98479109327405e-92,0.337952730582531,0.29,0.032,1.75714651661043e-87,"8","KIRREL1"
"PLIN23",3.04141069628058e-92,1.02951525997699,0.795,0.447,1.79047847690038e-87,"8","PLIN2"
"PARVA2",4.01493639812469e-92,0.531488026263682,0.551,0.204,2.363593057576e-87,"8","PARVA"
"RAB3IL1",4.20403946391598e-92,0.340868348362443,0.287,0.032,2.47491803240734e-87,"8","RAB3IL1"
"GXYLT2",4.49515314917202e-92,0.504923355999632,0.374,0.076,2.64629665891757e-87,"8","GXYLT2"
"ATP8B21",1.74904559289914e-91,0.396423990044622,0.362,0.067,1.02966314053972e-86,"8","ATP8B2"
"CNN31",2.54811684305407e-91,0.646520290934476,0.748,0.326,1.50007638550593e-86,"8","CNN3"
"GADD45B1",3.39159250185304e-91,1.29694848998845,0.86,0.576,1.99663050584089e-86,"8","GADD45B"
"GINM11",3.8614238327539e-91,0.678688151775325,0.686,0.333,2.27322021034222e-86,"8","GINM1"
"ABL11",4.14983354349106e-91,0.497522631254451,0.468,0.135,2.44300700705319e-86,"8","ABL1"
"ADCY31",4.30083128044938e-91,0.413771173071639,0.348,0.063,2.53189937480055e-86,"8","ADCY3"
"CTTN2",8.78563042846735e-91,0.609273158080498,0.635,0.271,5.17210063323873e-86,"8","CTTN"
"COPZ21",9.42505899934834e-91,0.511918234536622,0.419,0.108,5.54853223291637e-86,"8","COPZ2"
"HAND2",2.34066108295121e-90,0.379893577693895,0.228,0.01,1.37794717953338e-85,"8","HAND2"
"AKR1C32",2.36294187047346e-90,0.651090708532742,0.491,0.137,1.39106387914772e-85,"8","AKR1C3"
"CAPN21",2.48551255663919e-90,0.770080420136938,0.762,0.407,1.46322124209349e-85,"8","CAPN2"
"FOSB3",3.32554008700886e-90,1.226246039878,0.957,0.826,1.95774544922212e-85,"8","FOSB"
"VCL1",3.6892711196725e-90,0.721144641351509,0.632,0.277,2.1718739081512e-85,"8","VCL"
"PAPSS21",4.0650491256509e-90,0.43675921725219,0.344,0.048,2.39309442027069e-85,"8","PAPSS2"
"DSE2",6.64783545447108e-90,0.735857551254468,0.578,0.191,3.91358073204713e-85,"8","DSE"
"CES11",6.8307225457838e-90,0.602375168145492,0.379,0.085,4.02124636270292e-85,"8","CES1"
"TCF7L22",1.75411574609177e-89,0.685745562700784,0.614,0.233,1.03264793972423e-84,"8","TCF7L2"
"STEAP1",1.90392118471998e-89,0.438111620208683,0.289,0.036,1.12083840144465e-84,"8","STEAP1"
"FGF18",2.29143010815731e-89,0.380115023637401,0.219,0.01,1.34896490467221e-84,"8","FGF18"
"SDK1",2.44364556684761e-89,0.419263359164278,0.274,0.029,1.43857414520319e-84,"8","SDK1"
"CCN22",2.5584558543215e-89,0.963962729313444,0.478,0.137,1.50616296143907e-84,"8","CCN2"
"C14orf132",3.53045520167392e-89,0.288377942248659,0.213,0.012,2.07837897722543e-84,"8","C14orf132"
"ATP2B41",3.58555661361933e-89,0.609338164708654,0.558,0.194,2.1108171784377e-84,"8","ATP2B4"
"RBFOX22",3.67074958303926e-89,0.591095683255082,0.536,0.189,2.16097027953521e-84,"8","RBFOX2"
"DNM3OS1",4.06193243767507e-89,0.421502236472926,0.275,0.026,2.39125962605932e-84,"8","DNM3OS"
"PDLIM21",6.20145573056963e-89,0.540838558365805,0.543,0.201,3.65079698858634e-84,"8","PDLIM2"
"MAMDC21",8.10580140929594e-89,0.438605926887822,0.285,0.04,4.77188528965252e-84,"8","MAMDC2"
"EVA1B2",1.11809449270849e-88,0.64430674048354,0.571,0.205,6.58222227857489e-84,"8","EVA1B"
"MPZL12",2.84639566966911e-88,0.612775533625229,0.664,0.306,1.6756731307342e-83,"8","MPZL1"
"FNDC3B2",3.8550271243611e-88,0.640953795914737,0.72,0.368,2.26945446811138e-83,"8","FNDC3B"
"TNS12",4.36367262012262e-88,0.522605649347671,0.575,0.199,2.56889407146619e-83,"8","TNS1"
"PLAGL11",4.43132101123056e-88,0.541379206760069,0.468,0.14,2.60871867931143e-83,"8","PLAGL1"
"LDHA2",4.88675680048292e-88,0.806987276207782,0.906,0.637,2.87683372844429e-83,"8","LDHA"
"DLX51",8.25924353402547e-88,0.39808042456615,0.268,0.027,4.86221666848079e-83,"8","DLX5"
"MSRB31",1.02561585623298e-87,0.421069703519843,0.337,0.051,6.03780054564358e-83,"8","MSRB3"
"A4GALT",2.82611290516996e-87,0.402737287982353,0.353,0.072,1.66373266727355e-82,"8","A4GALT"
"NFIA2",3.399700789996e-87,0.758782801655665,0.764,0.425,2.00140385507065e-82,"8","NFIA"
"PXDC11",7.25507408265048e-87,0.685677110222257,0.504,0.175,4.27106211245634e-82,"8","PXDC1"
"FSTL31",9.1647356396726e-87,0.473472449531718,0.368,0.078,5.39527987107526e-82,"8","FSTL3"
"WASF31",9.821377162888e-87,0.447891343101059,0.379,0.079,5.78184473579217e-82,"8","WASF3"
"ANKRD281",1.3265571328061e-86,0.643285061120969,0.602,0.222,7.80944184082949e-82,"8","ANKRD28"
"C16orf45",1.57482616864478e-86,0.341611453753009,0.299,0.042,9.27100165481183e-82,"8","C16orf45"
"AGTR11",1.6079602761926e-86,0.379002011832788,0.323,0.054,9.46606214594582e-82,"8","AGTR1"
"TGFBI1",1.66318891326784e-86,0.884258755363936,0.425,0.096,9.79119313240776e-82,"8","TGFBI"
"PLTP",1.91889295351092e-86,0.552504275555362,0.601,0.254,1.12965228173188e-81,"8","PLTP"
"APBB21",2.24149458407739e-86,0.507085458798452,0.405,0.103,1.31956786164636e-81,"8","APBB2"
"F32",2.68376680131841e-86,0.639588413800346,0.575,0.205,1.57993351593615e-81,"8","F3"
"SCPEP11",4.35942952160467e-86,0.689496928511262,0.712,0.355,2.56639615936867e-81,"8","SCPEP1"
"ITPRIPL22",1.1907233162145e-85,0.690943063157949,0.602,0.234,7.00978816255475e-81,"8","ITPRIPL2"
"TMEM982",1.93312211933305e-85,0.445536146119237,0.451,0.128,1.13802899165137e-80,"8","TMEM98"
"SPSB11",3.40790687590016e-85,0.499827277487846,0.373,0.092,2.00623477784243e-80,"8","SPSB1"
"BDH22",4.14458573334593e-85,0.512212904353973,0.496,0.176,2.43991762122075e-80,"8","BDH2"
"PPIB1",8.66822905181229e-85,0.825952468110381,0.904,0.741,5.1029864428019e-80,"8","PPIB"
"CBLB2",1.77634178520296e-84,0.623085850482705,0.604,0.217,1.04573240894898e-79,"8","CBLB"
"LRP6",2.3960878270532e-84,0.575040147086222,0.491,0.178,1.41057690378622e-79,"8","LRP6"
"VEGFB1",2.59559308462717e-84,0.706913092418449,0.695,0.388,1.52802564892001e-79,"8","VEGFB"
"CLIC42",3.5585353455865e-84,0.576367704793088,0.6,0.263,2.09490975794677e-79,"8","CLIC4"
"PCDHGC3",3.63243315857101e-84,0.339139425904737,0.282,0.038,2.13841340045076e-79,"8","PCDHGC3"
"FBXO171",3.75249098651266e-84,0.351917373074628,0.295,0.041,2.20909144376e-79,"8","FBXO17"
"TSKU1",7.86215111032957e-84,0.467156963353364,0.345,0.065,4.62844835865102e-79,"8","TSKU"
"FKBP53",7.86881905395048e-84,0.733800964771572,0.924,0.684,4.63237377706065e-79,"8","FKBP5"
"ARL21",9.58002654814681e-84,0.634995052366993,0.673,0.358,5.63976162889403e-79,"8","ARL2"
"ITM2A1",9.76605597228353e-84,0.648317264100828,0.568,0.211,5.74927715088331e-79,"8","ITM2A"
