"","gene","logFC","logCPM","LR","PValue","FDR","s04_SMG","s07_SMG","s09_SMG","s12_SMG","s14_SMG","s17_SMG","s23_SMG","s01_SMG_IR","s02_SMG_IR","s21_SMG_IR","s27_SMG_IR","s30_SMG_IR","s31_SMG_IR"
"181","AC004830.1",0.459245605789778,0.642193724032087,0.561223621557328,0.453767646600166,0.818051003850852,12,10,16,9,16,9,22,11,3,3,8,19,20
"182","AC004846.1",0.427412672171254,1.3465121501103,1.07313846407724,0.300237615661062,0.717075330055212,26,9,7,15,5,14,13,25,34,7,44,49,21
"183","AC004865.1",0.270267823103977,0.57066570593004,0.42214556317305,0.515868386939842,0.847923856121357,13,7,14,11,12,5,10,20,13,5,15,24,15
"184","AC004877.2",0.513615906322449,0.128872423215129,1.11318160876038,0.291391381679346,0.707661233164688,12,7,10,4,6,3,8,10,7,3,9,15,6
"185","AC004890.2",0.443716580921267,2.49653757312365,1.9866727761574,0.158689205065047,0.562970194494052,94,34,21,49,27,27,30,43,61,15,122,104,59
"186","AC004890.3",0.300544443227805,0.748077428619262,0.566261928468135,0.451748161707531,0.817639464017893,13,5,13,13,5,13,8,13,16,7,22,43,15
"187","AC004893.1",-0.455660631190923,0.465791245810343,0.720102067742062,0.396110431126314,0.783943104213367,9,7,9,13,10,2,3,5,16,1,12,38,10
"188","AC004898.1",-0.126094366825673,0.844056366971752,0.0988226659227838,0.753247081509612,0.937399283966158,16,8,11,14,19,13,12,12,15,6,15,45,13
"189","AC004918.1",-0.674703017606857,1.38156447601718,2.6081504686397,0.106315691981957,0.4815318793298,37,10,25,20,18,16,20,14,22,3,41,52,15
"190","AC004918.3",-0.128183370377085,2.65705889214452,0.153154515824699,0.695538834809829,0.920518966630679,92,40,48,34,54,65,50,53,68,24,72,107,47
"191","AC004943.1",-0.669863700516502,1.22460502707316,2.95261287463379,0.0857388334540051,0.436848183096605,20,13,11,16,29,23,25,13,13,6,17,27,25
"192","AC004943.2",-0.0417939811554927,1.93210129455321,0.0166482130459062,0.89733552920871,0.976857463731065,55,24,24,22,29,30,36,19,35,13,51,81,46
"193","AC004945.1",0.0627131480451203,0.449079512802118,0.0145782273317394,0.903896713793874,0.97838594006098,7,5,8,8,14,3,7,7,7,2,17,31,11
"194","AC004967.1",-0.024396278671394,1.81610376806043,0.00577840595148693,0.939406506521247,0.986581353883156,42,30,19,24,26,32,15,25,34,10,43,67,26
"195","AC004980.1",0.0176351696185112,1.84933327438975,0.00250004042895391,0.960122066151148,0.992140279140012,49,14,23,23,33,19,28,20,36,8,51,67,26
"196","AC004982.1",-0.245830272815975,1.39111671447392,0.2822851194679,0.595207365200575,0.887640199404178,24,14,21,42,28,15,25,18,19,4,30,20,34
"197","AC004982.2",0.00634636551113173,2.7619466346672,0.000392230827891638,0.984199074190799,0.998176075561032,116,51,53,70,43,45,42,45,58,29,74,40,69
"198","AC004986.1",-0.242850821131774,0.724255325990885,0.125951386878061,0.722667277167171,0.928630019273806,16,8,13,13,8,13,14,8,4,2,9,12,20
"199","AC005005.3",0.421275292357471,1.40466520987886,0.675540569024648,0.411126555783588,0.793488385173912,24,11,18,24,9,15,12,8,26,1,54,40,28
"200","AC005034.3",0.00581226667319345,2.96538949399463,0.000319703760951029,0.985734375323913,0.998438835214239,87,40,53,57,50,58,59,72,65,15,90,194,81
"201","AC005041.1",1.24266385538775,1.01723210950305,8.706960440883,0.00316997320937745,0.0763249723826861,15,8,12,9,5,11,14,8,22,15,39,41,30
"202","AC005042.1",0.111417276604622,1.92265710021206,0.0849957234716996,0.770638157057014,0.942644176612947,28,18,29,33,50,26,31,37,32,11,40,76,43
"203","AC005046.1",1.57606273450611,0.0490690508713557,6.53329969591918,0.0105873375387084,0.150831639663204,4,7,3,7,3,4,3,5,14,2,20,34,7
"204","AC005062.1",-0.377278406408338,0.0331105474284395,0.44196878937549,0.506173732128508,0.843895748402217,18,3,5,6,6,8,8,2,12,0,12,18,21
"205","AC005070.3",0.130517986275245,3.65481177044298,0.295235685989615,0.586884750165132,0.882611205475104,144,66,77,98,82,81,99,111,129,39,147,209,117
"206","AC005072.1",-0.371772146933872,0.795947555233919,0.552170555192404,0.457432160304467,0.818996291333745,8,2,10,7,13,11,6,10,8,2,11,29,16
"207","AC005082.1",-0.0856101799890983,-0.0240600196338096,0.0177494819425483,0.894013714575683,0.976347380202678,23,1,3,5,5,4,2,3,5,0,13,20,11
"208","AC005083.1",-0.442966579238655,1.6913614212418,1.29078128334741,0.255904020011728,0.678076031535417,55,41,32,23,20,65,25,23,19,5,17,26,25
"209","AC005089.1",0.238185325605481,0.795850367549102,0.195008197821345,0.658780619754846,0.90951855496093,9,2,7,6,3,2,6,9,23,4,10,11,35
"210","AC005104.1",0.0226459659414461,0.538274599224002,0.00220489359884368,0.962548060966651,0.992310654149573,7,6,6,13,4,9,11,11,4,4,16,16,7
"211","AC005154.1",0.0434308613131803,6.27028292642667,0.0312232313061394,0.859743282233949,0.966457969538141,1112,360,409,434,378,524,578,595,814,186,1127,1583,761
"212","AC005154.3",0.643710742943593,0.50001433642966,1.65656182524814,0.198068179400955,0.61687999636047,15,6,5,9,8,7,6,8,9,6,14,38,17
"213","AC005162.2",-0.928429932797467,0.647063659564776,4.04848070568779,0.0442111174960051,0.318825074568615,24,12,14,20,21,16,22,13,5,8,7,17,8
"214","AC005162.3",-1.01280871374469,2.49585197896459,7.85144231411721,0.00507801794864217,0.100362575399587,93,46,55,85,109,52,41,39,45,23,52,57,65
"215","AC005165.1",0.493392662446533,5.84659491229504,0.825766395214707,0.363499583708598,0.767131584131087,972,674,554,641,1017,249,482,465,259,142,570,694,405
"216","AC005183.1",0.104821940560631,2.36652689529251,0.101132991129569,0.750474213626145,0.9365665725549,29,8,19,24,21,18,23,30,85,5,41,107,48
"217","AC005224.1",-0.204917246797399,0.27421352485284,0.187918054870249,0.664655080572187,0.911767211579852,14,11,9,4,8,6,3,10,9,5,10,13,15
"218","AC005224.3",-0.659128238312803,1.05570150004132,2.14727908923694,0.142822802794322,0.538986698666693,22,11,8,23,12,29,21,15,12,6,15,20,23
"219","AC005224.4",-0.679506477374265,2.12064549470406,3.33637686091658,0.0677636691383612,0.391498052009334,62,38,46,58,25,57,48,34,15,13,55,38,47
"220","AC005229.4",0.608959327180109,0.526720464137691,2.13951768917303,0.143547015840352,0.539971115454174,11,7,12,8,8,12,7,13,18,6,18,21,16
"221","AC005253.1",-0.733007347602525,1.01733284118051,3.19161460807108,0.0740168722140405,0.407495067019737,28,9,13,16,10,14,16,7,15,8,32,28,9
"222","AC005261.1",0.386143384603712,5.48199761119705,2.34434283223672,0.125738577544986,0.514252255783232,527,244,290,329,248,244,252,320,452,111,579,1154,473
"223","AC005261.3",-0.418293060465808,1.68243344814766,1.67242878437223,0.195933534406933,0.613870411888448,43,20,25,24,22,25,25,21,31,8,29,48,30
"224","AC005261.5",0.420630374123606,3.91398512170643,2.43485805114982,0.118664636329878,0.504597452924657,167,96,117,92,91,108,125,137,162,47,184,371,155
"225","AC005264.1",1.9767235820783,-0.409062540773458,5.58019655607677,0.0181646838694498,0.203411730177713,1,1,0,1,0,1,1,1,12,1,5,23,12
"226","AC005288.1",-0.00727416134559582,2.65016635691907,0.000697298676408664,0.978933178664325,0.996316555940652,76,44,46,48,44,48,50,49,60,22,82,126,47
"227","AC005332.1",0.0884912125934483,0.267526155546405,0.0293356096272603,0.864006426152392,0.967910593313006,19,3,2,3,6,11,7,8,11,2,12,18,7
"228","AC005332.3",0.212144974793363,1.20055942234491,0.224835208953788,0.635380173295067,0.901664169052868,17,12,16,14,7,16,5,23,20,15,22,27,23
"229","AC005332.4",0.24883058463665,1.85667105621337,0.522754646286574,0.469668987904092,0.825084076621905,36,23,22,31,27,19,13,24,36,10,46,57,31
"230","AC005332.5",0.648784415616988,1.28824394520399,2.98512372879426,0.0840328647922435,0.432740967112413,15,9,11,8,12,20,8,20,24,10,44,59,26
"231","AC005332.6",0.148198251174187,2.26430836341769,0.18413234658118,0.667845757593039,0.912295928773293,58,23,26,47,37,30,30,36,38,18,67,52,52
"232","AC005332.7",-0.0600877137683294,4.12113025118435,0.0758948122545924,0.782939706950234,0.945791122072148,224,151,145,145,113,143,131,120,130,69,233,243,156
"233","AC005476.1",-0.119278771217082,0.743815694463737,0.0417580370333397,0.838081692820933,0.961565057506791,6,4,7,10,14,9,8,3,17,2,25,37,10
"234","AC005476.2",-0.208859647211732,0.803367493020663,0.244432978639701,0.621022558144503,0.894789518072492,13,6,8,7,19,8,10,10,22,3,23,30,8
"235","AC005480.1",0.184519748965276,1.70995991251546,0.240333715719903,0.623965191549754,0.895792587317895,22,7,14,25,13,17,18,16,33,5,40,69,35
"236","AC005495.1",-0.127843591272633,1.29239512426538,0.120209487726571,0.728807394210691,0.931584385632895,29,15,24,18,14,12,27,17,16,12,21,44,21
"237","AC005498.3",0.165361620223091,0.835723611073397,0.167837839934728,0.682040580054896,0.916577002238784,31,10,12,13,5,10,14,18,21,5,15,20,17
"238","AC005519.1",0.612853342163249,1.10815592178563,2.88867082789197,0.0892044921887307,0.445386454322937,33,9,8,13,9,16,14,25,20,5,36,51,18
"239","AC005520.2",-0.239791449809637,0.876431396372727,0.311365714636672,0.576843335025589,0.879031203512444,26,7,10,16,6,23,11,24,14,4,12,12,13
"240","AC005539.1",0.611128868806028,0.0124140192696296,0.910196388327442,0.340062316489381,0.750209508955132,18,8,6,10,6,6,1,5,4,1,2,15,5
"241","AC005540.1",-0.619441611901983,0.762503200705858,1.79430390898163,0.180402652748452,0.595369499480877,9,4,9,15,5,21,7,3,20,6,17,25,10
"242","AC005550.2",0.426104704847661,1.80269962926907,0.802803408918731,0.370256515887606,0.771064040625415,13,7,2,8,18,14,8,25,31,11,51,142,29
"243","AC005618.1",0.528443268576169,0.239639187343515,0.891644156474719,0.34503214572886,0.753860024541426,4,4,4,10,4,7,5,3,8,2,19,12,26
"244","AC005632.2",-0.208828005199063,0.687503238426518,0.226977137286038,0.633774351033066,0.900772121299623,19,5,6,12,13,10,8,7,10,4,15,30,15
"245","AC005674.2",-0.0774060117220834,3.6358636766077,0.0729683472022913,0.787062905424806,0.947342051113471,147,63,71,80,55,81,69,69,191,32,216,231,106
"246","AC005682.1",0.926699527947208,0.38807068137819,3.36629044219674,0.0665434317391554,0.388332373471904,6,4,5,5,3,2,6,8,9,2,7,19,8
"247","AC005695.1",0.784495004765095,1.81563959260167,2.07987649451856,0.14925225217926,0.547359172292298,53,20,28,14,17,8,32,30,42,10,50,117,37
"248","AC005703.6",1.21176836149981,0.397226481641504,2.88263081578665,0.0895396236578498,0.446152063593644,11,7,6,6,2,2,3,10,14,1,13,27,21
"249","AC005746.1",-0.0260207096323754,0.0610197537545943,0.00155571588515357,0.968537544824845,0.99348383621849,4,2,6,3,6,3,6,3,9,3,10,24,7
"250","AC005776.2",0.863384899477081,1.17222812365521,2.93852763055572,0.0864895381182114,0.438354723265797,15,10,5,7,4,10,5,11,17,2,19,49,35
"251","AC005785.1",0.671748855046638,0.19810836821313,1.75874816046893,0.184780735549318,0.600668201886268,25,3,4,9,3,2,5,9,7,4,17,13,13
"252","AC005785.2",0.335995057542647,0.624050160670871,0.602197565347124,0.437740781638358,0.809229609208571,14,4,6,6,8,8,9,12,10,2,17,39,17
"253","AC005831.1",0.148780051783055,4.61197750912872,0.198990656691151,0.655536795267888,0.907954299344506,470,291,303,263,143,334,342,321,45,105,117,170,189
"254","AC005838.2",0.992778971946289,0.373641968637261,4.48017336911167,0.0342902424715278,0.281803447220555,10,8,5,8,9,5,5,9,9,7,8,32,12
"255","AC005839.1",-0.395889162931004,3.04695895318271,1.69622979177905,0.192781777137626,0.610577239448243,113,56,40,70,72,47,46,43,80,20,98,180,74
"256","AC005840.2",0.101813398476675,0.741921910029197,0.0527198427869493,0.818396374412458,0.954957164498271,15,6,5,8,8,11,14,6,18,5,23,34,13
"257","AC005840.4",-0.286461955233769,0.488032201785563,0.428417265229594,0.512766595712366,0.847183678014512,13,6,9,9,6,14,12,11,13,4,13,32,12
"258","AC005842.1",-1.20103205840468,-0.0196686933444653,3.80770138332509,0.0510174183056317,0.340375750510579,7,7,5,13,3,5,2,2,8,1,14,16,10
"259","AC005863.1",-0.776052382142046,1.44837793976776,1.67289710599375,0.195870939944177,0.613848290830411,63,35,26,72,18,46,37,5,8,13,41,6,17
"260","AC005865.1",0.761437218392924,1.04310517281176,1.84135936077322,0.17479170540303,0.587282766047294,10,15,31,20,10,22,18,26,14,22,7,23,39
"261","AC005865.2",0.653464207302736,1.8161955001159,2.45502437490295,0.117149350298542,0.50187435093079,30,25,31,24,14,26,28,27,16,19,33,60,63
"262","AC005899.7",-0.233663339893747,0.0191238998314297,0.188706459231142,0.663995407779142,0.911767211579852,16,3,4,4,4,3,7,5,4,4,8,24,5
"263","AC005899.8",0.339640524858598,1.3119761712941,0.718993994883103,0.396474095428403,0.784272608899949,25,9,17,15,7,11,11,17,21,12,21,30,25
"264","AC005912.2",0.449613169627067,-0.00455026868260306,0.5615812310865,0.453623841255856,0.818051003850852,2,4,3,2,5,3,4,2,8,3,7,27,11
"265","AC005920.1",-0.0132445977694114,1.54775782206752,0.000161294645973697,0.989866992536622,0.999004261745067,70,30,41,32,14,37,26,24,10,9,17,14,25
"266","AC005921.3",0.056899985074631,1.66587959840701,0.0305842122157678,0.861171234771494,0.967243096918477,32,11,12,12,19,22,21,26,29,13,29,73,25
"267","AC005972.1",0.998682039180814,0.291691843106814,3.54166694771498,0.0598452888169666,0.367930421065738,4,4,4,9,2,7,3,6,9,4,14,16,8
"268","AC006001.2",-0.0785410004116564,0.844033698751591,0.0269848029544697,0.869518189927039,0.9685573499459,13,3,10,8,12,23,21,10,5,3,15,40,17
"269","AC006001.3",0.330943844380997,3.77319495183979,1.07909054510024,0.298901096358497,0.715434469175326,127,37,84,74,77,75,70,84,95,48,151,425,162
"270","AC006001.4",0.1718276064896,0.656040028358166,0.132630407056453,0.715720182184499,0.926542361418375,6,7,8,8,11,9,5,8,9,2,9,33,24
"271","AC006017.1",-0.379823801833918,0.605588301131643,0.557229004785366,0.455378878159349,0.818439993294448,19,9,5,8,11,4,12,5,9,3,12,30,10
"272","AC006042.1",-0.516936029185754,0.860798613827741,1.40755726222462,0.235462325203249,0.660210732220812,17,26,14,15,16,20,14,23,6,3,11,20,21
"273","AC006042.3",0.192868587382415,2.26496503294233,0.281154522580753,0.595945498389115,0.887669568002001,50,21,15,39,25,37,22,32,96,14,69,105,41
"274","AC006058.1",-0.412503507124685,2.29198156453692,0.544615456907739,0.460526200691503,0.820679640141981,42,37,46,55,45,18,27,49,32,15,52,263,22
"275","AC006059.1",-0.603448360024187,1.22296711941427,2.85682015916048,0.0909872023496088,0.448686704767919,28,10,13,23,17,19,19,16,12,6,34,30,14
"276","AC006064.2",0.129934801005475,1.93517442966082,0.171331347633782,0.678931297342016,0.915969710426101,38,19,23,26,19,20,22,21,46,9,39,74,29
"277","AC006077.2",-0.14512236722787,0.192653162802591,0.0939025036691987,0.759273345792901,0.938974643427081,16,8,5,8,7,7,4,5,11,6,10,12,5
"278","AC006116.5",-0.014048677390338,0.196389381138261,0.000851681443297281,0.976718175528935,0.996172895470454,11,6,12,5,10,8,2,5,8,4,16,16,10
"279","AC006128.1",0.33504489689135,1.90151809366117,1.13872124518026,0.285922697061723,0.702809368330681,53,18,25,30,17,32,28,32,43,13,67,56,37
"280","AC006141.1",-0.383258514314992,2.17575124541918,1.20940546546927,0.271449899903634,0.690887587571472,41,32,29,36,22,42,26,39,45,5,41,108,47
"281","AC006145.1",0.796183358914129,0.0394341873772229,2.07087716432228,0.150135149894693,0.548372426282029,4,2,1,2,7,3,1,7,11,3,10,23,12
"282","AC006207.1",-0.924498745912791,1.12457073349112,3.3616974026628,0.0667292553208731,0.388877106728555,45,13,43,32,19,25,22,11,5,8,10,6,25
"283","AC006213.2",-0.488921827567311,0.101662247000711,0.86582190941688,0.352114583555004,0.759199353614692,13,6,6,16,14,6,4,9,3,2,16,9,8
"284","AC006213.6",-0.798700577611456,0.195804844695816,2.58738020525939,0.107718372796819,0.484909428590626,14,3,6,10,9,6,4,3,8,1,16,24,13
"285","AC006254.1",0.155761154865834,0.976766453722347,0.119297924648155,0.729797197691425,0.931662471454682,16,6,17,9,6,11,15,8,12,10,38,27,12
"286","AC006262.1",1.46821148802183,-0.0611578503187099,1.76060677283474,0.184548850209107,0.600606698242303,1,2,3,14,2,1,0,1,7,2,6,55,20
"287","AC006270.1",0.164115463173835,0.320179338901417,0.0975486706696742,0.754791395195812,0.938246732093235,6,3,1,12,11,12,8,11,15,0,13,21,21
"288","AC006277.1",-0.376230674201626,1.38359476791124,0.851885266727386,0.356019551524034,0.761673498355206,50,32,24,17,7,16,24,16,22,8,25,35,33
"289","AC006330.1",0.0959589197485851,2.01830374978901,0.0630568526255999,0.801728109444313,0.951141211725243,70,19,30,31,14,19,27,23,35,12,54,78,44
"290","AC006333.2",-0.257479274824312,2.47263909205297,0.670478430534565,0.412884854112049,0.794158326900679,78,57,45,51,41,49,46,42,49,11,66,66,53
"291","AC006378.1",-0.46522527056079,0.54561693156664,1.01353150121674,0.314058284607435,0.729165989666101,20,10,12,14,8,11,10,12,8,3,15,15,18
"292","AC006387.1",-0.718466579990409,0.453640255110835,1.68393253298724,0.194402729862322,0.61219015094571,2,2,2,3,6,4,5,4,20,0,11,19,14
"293","AC006435.2",0.404800504409652,1.85124517212073,1.49857144016037,0.220891300074437,0.643110258509793,41,23,26,28,23,16,28,27,28,16,53,46,33
"294","AC006441.1",1.10079924240643,0.07870811448047,3.32638672646561,0.0681764976411908,0.39270375140732,3,2,3,1,1,2,5,1,11,3,5,16,15
"295","AC006449.2",0.0429295409362358,0.452432282223434,0.00787955745491331,0.929267186532067,0.984085263856417,24,9,7,11,3,8,8,11,8,7,11,11,9
"296","AC006449.6",-0.575489614564616,1.71529928429327,2.98237434403854,0.0841757053831013,0.432811427124492,50,35,37,25,28,32,24,25,18,11,23,32,29
"297","AC006480.2",0.623569727929323,0.173182297756808,1.44501450471387,0.229329605143197,0.653458862705806,11,12,4,7,3,2,6,10,10,1,15,26,14
"298","AC006486.2",0.0265852436471977,0.183192658265126,0.00263631525281838,0.95905056223106,0.99196986171254,14,2,3,4,7,6,7,5,10,1,8,11,9
"299","AC006504.1",-0.450770461387229,1.63787418015372,1.37478147503267,0.240992055933087,0.663492041469284,30,16,22,21,34,20,31,16,25,9,48,78,14
"300","AC006504.5",-0.018466797989247,2.57884431405237,0.00440163743169819,0.947103286859671,0.988452220496949,95,40,42,60,31,51,48,59,53,13,73,129,65
"301","AC006504.8",0.311510277521207,0.132889828568491,0.367530795848385,0.544353281898517,0.862208927409096,19,4,6,4,5,9,1,5,13,2,10,25,14
"302","AC006511.3",-0.376383826667969,0.603437525163884,0.709000306003368,0.399775885951221,0.785845868585319,19,21,11,9,12,12,17,15,13,2,14,14,10
"303","AC006518.1",-0.18034403499234,0.0470087444324919,0.111391775469329,0.7385651489821,0.933260288643244,19,2,5,7,5,10,4,5,14,1,11,22,10
"304","AC006518.2",0.40779469767172,0.863352829060193,0.629961801963571,0.427369325532254,0.803053774204976,16,7,8,18,11,9,9,10,22,2,14,54,18
"305","AC006547.1",0.0914502717517801,1.20400485555034,0.0627550561649688,0.802193287052784,0.951141211725243,20,13,12,11,10,13,14,14,20,4,33,70,21
"306","AC006946.2",0.875351321935303,1.48407046742028,2.4450078688573,0.117899294000594,0.503273448525781,43,6,15,11,24,17,20,16,33,11,35,95,24
"307","AC006946.3",0.329908117106095,-0.019005894799206,0.381639536956548,0.53672708749027,0.858604034176795,11,2,4,6,5,7,4,5,15,1,8,24,8
